trip_id,vehicle_id,driver_id,start_time,end_time,distance_km,energy_used_kwh,avg_speed_kmh,start_soc,end_soc,start_lat,start_lon,end_lat,end_lon,region
184,17,33,2024-08-03 02:20:58,2024-08-03 04:25:01,158.05,29.001,76.44,67.39,6.34,-65.766425,-46.689965,-32.838586,45.088277,South
185,30,30,2024-08-22 21:30:09,2024-08-22 23:54:47,205.47,51.311,85.23,39.8,5,-13.667607,-27.662838,15.899876,115.781185,South
186,35,7,2023-08-18 11:15:20,2023-08-18 12:26:59,127.71,31.018,106.94,37.54,5,-57.76369,-95.038971,64.782005,69.288906,West
187,12,23,2023-08-31 06:03:26,2023-08-31 07:12:08,106.2,18.245,92.74,63.87,31.23,-39.434172,-108.444422,49.256858,-140.695295,East
188,9,29,2024-07-14 18:56:33,2024-07-14 22:44:07,210.55,47.842,55.51,49.52,5,-85.17224,-72.963658,-76.365264,88.778721,West
189,10,2,2024-10-21 13:51:45,2024-10-21 16:36:12,106.21,25.659,38.75,82.0,43.87,6.50861,173.779408,89.176302,21.810613,North
190,18,34,2023-05-16 12:02:38,2023-05-16 15:00:54,167.81,31.12,56.48,57.71,20.75,13.11275,-72.208073,-77.353211,105.925731,South
191,30,12,2023-05-25 18:30:14,2023-05-25 21:30:26,193.94,39.504,64.57,31.9,5,27.885103,46.377195,-76.876139,153.820576,South
192,15,29,2024-04-04 23:28:01,2024-04-05 03:48:19,131.72,21.523,30.36,43.96,17.12,32.583692,98.641793,-73.402805,-175.102273,West
193,6,37,2023-03-21 00:47:44,2023-03-21 04:05:49,240.85,37.006,72.95,53.78,5,7.460132,-154.789071,75.052662,-76.186685,Central
194,10,17,2024-06-04 22:46:50,2024-06-05 02:22:24,259.48,52.321,72.22,71.54,5,6.312329,-118.244467,-13.076624,141.963203,North
195,44,26,2024-03-31 22:33:39,2024-03-31 23:13:34,38.7,5.832,58.16,59.76,53.24,-72.478774,-65.56088,-64.703512,171.680696,Central
196,49,20,2024-12-14 13:29:04,2024-12-14 18:32:55,186.27,26.85,36.78,38.71,7.38,-81.778221,-149.014579,-72.223148,-162.118985,Central
197,24,8,2023-05-23 04:11:49,2023-05-23 06:59:02,115.13,23.207,41.31,55.25,30.69,-35.407001,69.119703,39.395134,-99.834597,North
198,41,25,2023-11-25 14:00:52,2023-11-25 14:45:15,59.8,12.404,80.84,75.07,50.21,-76.715345,78.430316,-44.367252,98.311389,East
199,14,36,2023-05-10 14:35:55,2023-05-10 18:13:26,149.44,27.515,41.22,50.45,5,10.598809,153.716253,53.812947,-155.260709,East
200,4,23,2023-01-08 10:38:53,2023-01-08 13:53:31,147.96,29.206,45.61,54.96,5.37,-13.545492,98.871034,-86.304733,97.62187,West
201,46,32,2023-11-14 18:49:01,2023-11-14 22:05:22,206.99,39.047,63.25,84.59,23.67,-35.509195,179.962923,-31.508294,21.481194,South
202,8,37,2023-01-24 23:17:06,2023-01-25 04:19:05,239.78,37.641,47.64,32.13,5,-72.942526,-90.561127,77.514415,-20.923172,North
203,22,11,2024-08-29 10:03:07,2024-08-29 11:37:00,139.91,27.418,89.4,79.78,50.98,-9.630831,-73.269068,-86.665366,38.474209,Central
204,10,37,2023-03-30 16:57:58,2023-03-30 18:06:36,84.03,16.39,73.45,94.41,70.06,-46.827037,-111.146623,2.7753,147.969015,North
205,3,29,2024-02-29 08:45:47,2024-02-29 09:50:54,69.47,14.48,64.01,77.84,61.75,40.546309,-26.432081,73.104506,143.333988,North
206,18,20,2024-11-10 11:38:14,2024-11-10 16:10:51,299.8,68.357,65.98,52.66,5,43.61901,-32.777564,-38.213715,42.149662,South
207,33,8,2024-08-25 10:49:18,2024-08-25 16:02:50,244.51,52.006,46.79,77.94,21.35,-45.506594,145.702048,17.542057,-139.515993,Central
208,44,28,2023-05-09 22:07:17,2023-05-10 00:08:02,186.76,42.33,92.79,82.88,35.58,-4.047918,-120.489994,-60.738794,26.258058,Central
209,41,23,2024-02-18 10:25:59,2024-02-18 11:38:08,87.92,18.858,73.1,51.04,13.25,89.355196,-128.990384,51.812221,-15.315391,East
210,22,37,2023-07-27 15:38:09,2023-07-27 19:39:17,285.96,65.148,71.15,88.51,20.08,25.939691,148.449158,66.815936,-125.102483,Central
211,11,27,2024-12-14 15:05:24,2024-12-14 15:31:15,22.49,4.817,52.19,72.63,62.42,-83.665281,0.444656,81.639125,7.587309,North
212,11,16,2023-04-24 14:10:31,2023-04-24 16:24:24,214.86,45.367,96.28,79.5,5,47.516798,-148.734774,78.235144,-76.696623,North
213,36,10,2024-03-24 11:59:31,2024-03-24 14:22:46,191.56,26.639,80.23,54.39,12.24,80.093633,110.407361,-82.299211,104.370539,West
214,8,26,2024-02-05 11:43:54,2024-02-05 14:22:28,226.19,41.746,85.58,87.03,10.15,-4.306373,-118.541598,36.640344,-160.124739,North
215,36,21,2024-03-28 00:26:15,2024-03-28 00:29:59,5.73,1.247,91.93,77.63,75.66,-72.891559,96.171233,-62.915023,-96.414199,West
216,34,23,2024-10-22 07:07:44,2024-10-22 07:27:15,23.68,4.299,72.75,44.16,36.12,-55.975456,-108.012894,-61.576456,-76.007072,West
217,16,32,2023-07-28 13:53:22,2023-07-28 15:47:31,100.25,14.604,52.69,65.58,41.2,66.515507,152.051011,-62.396752,81.435111,East
218,36,22,2024-11-25 12:15:03,2024-11-25 18:20:35,206.35,46.236,33.87,36.47,5,88.411751,7.619483,41.280874,107.387407,West
219,34,2,2023-04-07 11:56:55,2023-04-07 18:29:45,279.18,69.522,42.64,59.67,5,-60.416238,-91.820692,-79.778722,-175.498734,West
220,32,13,2024-06-18 20:16:58,2024-06-18 23:00:00,273.28,64.202,100.57,49.62,5,88.874926,39.698079,-64.316143,-49.084012,East
221,21,6,2024-05-23 10:24:14,2024-05-23 13:26:47,111.33,23.142,36.59,73.19,42.33,53.347327,-112.462957,-29.63699,-7.28068,West
222,4,26,2024-04-30 22:06:32,2024-04-30 23:12:56,95.13,19.85,85.96,45.22,11.52,-34.514674,-99.96806,-0.693088,115.104561,West
223,9,1,2023-06-15 18:27:32,2023-06-15 22:02:41,145.66,30.821,40.62,44.7,5,65.447466,122.080905,83.661599,-169.100325,West
224,1,1,2024-06-24 06:52:11,2024-06-24 09:33:06,106.35,22.683,39.65,85.92,37.35,0.506614,123.373426,46.090214,-44.010932,East
225,35,5,2023-06-27 19:52:44,2023-06-27 21:12:46,118.01,19.779,88.46,36.66,5,-75.751627,-52.796136,-88.831558,-110.307607,West
226,24,9,2023-10-25 06:26:14,2023-10-25 09:01:14,233.17,58.095,90.25,38.65,5,86.960954,-33.504226,-24.098566,-67.284763,North
227,12,5,2024-02-17 01:23:27,2024-02-17 03:33:43,171.17,29.466,78.83,40.67,5,-34.085827,-169.548487,-65.321789,-77.56497,East
228,16,10,2024-12-15 12:04:09,2024-12-15 13:33:28,126.45,17.754,84.93,85.9,56.26,-67.998262,-5.460556,-17.634002,-93.521921,East
229,9,9,2024-08-07 10:36:12,2024-08-07 11:04:15,41.33,7.502,88.4,52.85,41.64,-60.47547,-57.609933,79.583601,-101.625448,West
230,11,16,2023-08-04 03:03:04,2023-08-04 06:57:57,195.16,42.26,49.85,69.06,5,42.529626,157.390452,-51.613357,-125.063462,North
231,22,2,2024-10-20 13:51:15,2024-10-20 16:24:04,254.89,51.7,100.07,43.35,5,39.640785,168.180837,-49.734138,-165.513179,Central
232,15,26,2023-08-18 13:18:11,2023-08-18 15:24:47,195.62,31.049,92.7,81.6,42.89,1.557701,99.64212,-28.701486,-23.832366,West
233,29,8,2023-07-07 06:05:22,2023-07-07 08:03:19,152.38,37.687,77.51,64.34,5,10.904336,134.329237,-12.544102,-142.336845,North
234,28,21,2023-04-13 12:20:21,2023-04-13 13:33:56,119.12,23.295,97.12,57.36,17.27,-60.008801,-94.889438,-47.600736,-60.434967,Central
235,14,31,2024-08-21 08:40:57,2024-08-21 09:01:37,26.53,4.136,76.99,30.9,22.21,-65.349185,39.009488,-57.141719,8.851262,East
236,4,26,2024-01-29 11:54:22,2024-01-29 12:56:05,89.51,16.186,87.01,79.86,52.38,87.509752,124.139775,-24.486999,158.367466,West
237,30,6,2024-05-12 12:28:49,2024-05-12 14:32:23,163.29,27.3,79.28,48.04,5,24.2527,171.901191,89.695379,-110.347763,South
238,37,14,2024-09-19 15:19:54,2024-09-19 16:14:14,50.84,11.265,56.14,68.12,55.75,-10.413538,-122.326069,39.909754,-141.698645,North
239,46,5,2023-08-29 21:58:42,2023-08-30 00:21:59,211.11,28.911,88.4,85.02,39.92,9.465326,-173.492657,51.417139,-64.01976,South
240,8,28,2023-04-01 02:08:47,2023-04-01 03:54:32,138.74,30.385,78.71,50.1,5,-32.021735,90.559199,1.745235,104.151791,North
241,14,8,2023-01-10 20:05:31,2023-01-10 22:34:29,213.83,52.252,86.12,40.65,5,63.831034,21.330317,-69.524574,52.547776,East
242,38,34,2024-08-31 03:56:14,2024-08-31 08:49:04,247.64,54.474,50.74,54.17,5,-69.002066,-22.247281,-8.897149,-162.881797,North
243,21,8,2024-08-22 04:30:10,2024-08-22 09:15:52,270.47,52.164,56.8,57.91,5,-7.495865,41.509785,15.365781,23.649184,West
244,19,37,2024-05-02 10:03:35,2024-05-02 10:28:38,27.74,5.269,66.42,53.41,47.66,80.822928,-162.574951,-86.727768,-87.830244,South
245,41,11,2023-10-13 14:11:49,2023-10-13 14:45:23,51.41,10.842,91.87,88.13,66.4,56.122465,124.339146,-7.547204,83.810107,East
246,10,15,2024-07-29 09:08:21,2024-07-29 13:45:58,155.1,24.715,33.52,86.09,49.37,8.098014,-144.818648,48.354802,39.050403,North
247,35,24,2023-10-25 11:15:17,2023-10-25 17:29:33,276.47,37.114,44.32,92.42,26.15,62.564186,-36.836932,-67.841637,78.570258,West
248,46,27,2023-06-24 09:16:07,2023-06-24 10:50:50,99.93,16.244,63.3,76.82,51.48,-82.688637,37.337001,-9.951446,1.231879,South
249,6,37,2023-10-17 13:38:52,2023-10-17 14:07:38,40.22,6.306,83.87,33.42,21.27,89.34439,-161.302671,74.536232,-91.295945,Central
250,38,3,2023-11-08 09:46:51,2023-11-08 10:09:27,25.33,5.861,67.21,48.35,38.82,55.753839,57.914698,-17.770603,-177.169921,North
251,25,6,2024-03-05 14:22:15,2024-03-05 16:43:08,139.74,31.321,59.51,48.95,15.45,-56.695068,178.525258,18.91195,-169.490435,East
252,44,16,2023-12-27 08:13:13,2023-12-27 09:16:29,113.64,25.354,107.75,94.86,66.53,-66.770935,-103.362135,31.416062,1.916258,Central
253,39,16,2023-04-27 22:45:38,2023-04-27 22:52:12,6.88,1.18,62.8,45.14,43.1,-70.707895,-11.830153,4.331625,-13.473588,East
254,50,1,2023-09-18 05:10:35,2023-09-18 05:14:31,5.43,1.18,82.58,85.19,83.42,-46.526117,116.188857,37.213164,-48.949764,North
255,9,14,2024-02-16 12:27:28,2024-02-16 17:05:49,295.02,72.784,63.59,92.48,5,63.086796,176.09991,-38.945406,-84.315386,West
256,12,18,2023-03-14 06:08:32,2023-03-14 06:30:43,17.95,3.223,48.52,84.96,79.19,53.978465,13.217781,10.579767,125.036975,East
257,28,30,2024-08-03 21:51:19,2024-08-03 22:39:12,30.05,6.863,37.65,38.68,26.87,81.4132,42.598382,45.210601,-46.454955,Central
258,6,38,2024-03-17 00:56:44,2024-03-17 01:13:37,23.37,3.856,83.0,38.5,31.07,49.168014,-24.492095,-27.804175,-33.209836,Central
259,25,26,2024-06-28 06:28:19,2024-06-28 10:56:08,250.41,39.573,56.1,59.43,17.11,-4.347247,-68.027949,-78.197894,-79.707183,East
260,15,9,2024-08-28 19:04:44,2024-08-29 01:04:31,232.19,42.711,38.72,36.87,5,16.061645,-22.380767,-84.317312,-43.958448,West
261,25,27,2023-04-04 18:41:45,2023-04-04 20:13:03,163.1,27.237,107.17,43.5,14.37,21.376784,32.394295,58.145555,77.233052,East
262,19,8,2023-03-12 05:34:03,2023-03-12 06:10:27,51.5,11.002,84.88,83.72,71.71,74.558856,46.471738,-61.997968,-33.864425,South
263,3,14,2024-10-11 06:46:00,2024-10-11 12:55:16,257.69,63.445,41.87,76.23,5.74,-5.264716,-176.894721,29.508138,43.365277,North
264,30,33,2023-02-08 00:30:20,2023-02-08 04:32:08,204.77,27.384,50.81,94.39,32.85,-80.912691,88.142271,52.893389,129.797565,South
265,30,29,2024-03-07 19:43:45,2024-03-08 00:14:37,225.68,51.109,49.99,60.03,5,-7.889821,79.121181,56.766613,137.893606,South
266,11,8,2023-01-10 06:53:35,2023-01-10 07:08:37,23.19,3.566,92.48,44.45,36.89,71.407371,133.143399,-83.91341,-47.648089,North
267,30,24,2024-06-17 01:17:04,2024-06-17 03:37:30,190.94,30.753,81.57,67.85,5,-30.160011,-110.824496,-17.245461,-153.688241,South
268,6,2,2023-02-20 01:50:45,2023-02-20 02:37:16,63.34,8.933,81.68,82.6,65.39,-77.969414,65.300029,-53.31667,70.11607,Central
269,26,8,2023-02-03 03:55:01,2023-02-03 12:13:38,282.97,51.495,34.05,90.07,5,-66.453011,172.116393,2.804181,14.660651,East
270,30,32,2023-01-23 21:35:23,2023-01-23 23:25:41,117.91,28.18,64.13,53.01,5,25.372344,24.527382,53.17015,-172.172466,South
271,21,18,2023-12-13 10:15:20,2023-12-13 18:21:39,265.61,42.363,32.77,70.25,13.77,-55.950132,93.143786,-60.70964,-86.248007,West
272,22,32,2023-11-17 00:05:28,2023-11-17 03:58:33,265.42,46.704,68.32,35.7,5,-74.486502,-179.172472,59.610407,-124.408847,Central
273,31,13,2024-05-14 03:54:40,2024-05-14 07:36:05,265.97,60.178,72.07,71.0,5,5.505253,25.094342,-10.144096,-86.639721,Central
274,2,25,2024-08-30 07:57:58,2024-08-30 11:07:01,215.44,36.901,68.37,80.79,19.49,-67.083206,-161.006226,-14.685396,-100.208449,North
275,41,33,2023-09-07 19:08:27,2023-09-07 21:50:04,119.57,18.687,44.39,50.73,13.28,3.13601,-74.101177,27.402642,-100.960191,East
276,21,4,2024-09-20 02:24:03,2024-09-20 06:30:46,297.5,74.361,72.35,79.84,5,-34.580329,-66.386853,-12.189646,-7.092094,West
277,13,7,2023-07-12 12:23:25,2023-07-12 16:15:49,198.78,47.721,51.32,83.06,5,-71.400413,-83.792018,26.541235,54.104071,East
278,4,15,2024-03-23 03:40:43,2024-03-23 06:23:40,254.72,58.766,93.79,53.06,5,21.322243,-84.294407,75.657319,18.412499,West
279,14,12,2023-07-03 17:37:57,2023-07-03 19:32:06,179.79,43.092,94.5,75.35,5,-55.48278,36.617635,42.059075,-133.930355,East
280,2,23,2024-03-16 21:47:18,2024-03-17 00:04:13,171.26,42.569,75.05,42.24,5,44.640876,-119.35419,21.617649,-46.59461,North
281,36,35,2023-08-29 01:10:00,2023-08-29 02:53:07,56.79,11.483,33.04,33.65,15.48,-41.77069,0.330422,-67.872435,-44.381988,West
282,2,34,2024-01-07 06:21:38,2024-01-07 06:24:38,5.2,0.757,103.43,43.1,41.84,-30.735938,-81.80252,71.444643,-74.644294,North
283,14,21,2023-02-16 06:12:13,2023-02-16 06:21:09,11.46,2.555,76.93,89.62,84.25,28.890836,48.27649,34.589802,59.479559,East
284,38,24,2023-02-26 08:05:13,2023-02-26 09:10:49,115.21,16.374,105.35,55.71,29.09,-54.38604,-95.683885,22.453701,104.748358,North
285,24,21,2023-04-16 23:38:36,2023-04-17 02:56:57,292.88,60.542,88.59,58.4,5,21.310455,131.445453,-59.701256,131.080721,North
286,36,21,2023-05-16 07:22:23,2023-05-16 10:13:22,213.62,43.503,74.96,87.82,18.99,1.868343,-76.025106,-3.361775,55.748083,West
287,27,15,2024-05-31 22:24:34,2024-06-01 02:28:08,178.74,38.004,44.03,49.94,5,-22.879615,1.182781,-25.598886,-95.278271,South
288,11,12,2024-07-20 02:23:37,2024-07-20 02:27:28,5.53,1.283,86.16,67.23,64.51,-59.705085,93.900712,-38.204203,136.073035,North
289,41,3,2023-05-22 10:14:59,2023-05-22 12:00:42,182.7,28.594,103.68,92.89,35.59,55.833171,115.080388,-77.458253,32.974609,East
290,41,7,2024-12-28 13:07:33,2024-12-28 15:48:19,151.37,25.978,56.49,35.06,5,28.365128,-124.85317,17.397016,-6.90789,East
291,25,11,2024-05-09 03:22:51,2024-05-09 10:33:18,266.17,55.015,37.1,76.08,17.24,-25.750995,-20.322904,56.602854,-108.656984,East
292,26,29,2023-01-09 20:25:47,2023-01-09 22:05:45,83.24,13.385,49.96,34.41,8.11,-2.516568,152.416855,73.932967,44.386357,East
293,9,1,2023-02-07 09:32:01,2023-02-07 10:52:29,118.85,28.066,88.61,92.99,51.04,-27.345989,-133.308238,17.529584,101.109133,West
294,36,25,2023-09-30 19:25:24,2023-09-30 23:46:52,166.08,38.811,38.11,61.17,5,71.860096,-87.932554,-14.433034,67.980903,West
295,46,15,2023-05-07 08:08:13,2023-05-07 09:36:26,138.13,18.29,93.94,32.17,5,-45.58379,24.374742,-12.953238,8.565516,South
296,19,7,2023-02-27 15:11:44,2023-02-27 16:14:35,105.83,14.71,101.03,40.46,24.4,-12.379818,10.258827,29.902646,42.361742,South
297,8,22,2024-04-06 09:31:54,2024-04-06 12:26:44,295.66,53.739,101.46,75.79,5,67.99874,147.006552,41.932443,-39.829639,North
298,46,11,2024-04-16 17:13:15,2024-04-16 23:30:14,267.48,41.37,42.57,36.58,5,11.398874,-17.923109,-35.535436,-74.022028,South
299,15,27,2024-06-25 12:41:18,2024-06-25 14:18:26,168.46,35.254,104.05,65.11,21.15,-64.140562,-17.700831,78.617642,71.622987,West
300,24,16,2023-03-16 12:00:08,2023-03-16 12:15:41,19.64,2.915,75.74,84.59,81.51,39.638177,58.956205,-29.790223,-87.985237,North
301,28,1,2023-11-29 03:09:10,2023-11-29 03:28:27,30.85,5.789,95.91,70.63,60.67,-5.551519,-178.259343,-12.500581,-105.612264,Central
302,9,2,2023-06-10 17:52:59,2023-06-10 18:55:18,55.4,12.811,53.34,35.33,16.18,-75.211674,-130.526398,-60.334278,-160.882428,West
303,24,26,2024-01-01 19:02:27,2024-01-01 20:50:31,149.28,29.154,82.88,35.92,5.07,14.97854,-154.518533,41.617153,-137.784095,North
304,14,24,2024-11-18 18:46:48,2024-11-18 21:23:45,117.53,21.481,44.93,32.9,5,84.377353,-35.455047,11.932041,-103.569521,East
305,19,15,2024-10-12 04:16:44,2024-10-12 06:41:25,84.23,17.696,34.93,78.9,59.58,-69.44892,-111.026505,-33.472931,119.437844,South
306,8,23,2024-09-19 17:34:12,2024-09-19 19:06:00,164.73,32.358,107.66,68.33,8.74,-2.438332,-158.697045,7.796198,89.672093,North
307,29,34,2023-11-22 03:52:02,2023-11-22 07:16:42,289.86,57.603,84.97,90.86,5,38.397905,154.31371,-8.770009,-7.014119,North
308,18,31,2023-08-21 03:00:25,2023-08-21 03:17:01,28.29,5.382,102.22,76.43,70.04,-53.166301,-156.122869,77.15667,-175.283215,South
309,38,37,2024-06-10 06:09:56,2024-06-10 13:13:14,294.91,54.229,41.8,91.7,5,-29.472585,-162.799532,50.124778,109.366903,North
310,13,14,2024-09-19 22:48:00,2024-09-20 00:39:04,61.85,13.111,33.41,35.09,13.45,-82.414838,-63.27115,87.846501,152.153695,East
311,15,10,2024-10-09 20:54:08,2024-10-10 00:09:01,180.54,40.961,55.58,77.26,26.19,-5.075437,87.914252,-47.236271,86.846652,West
312,8,25,2024-03-08 03:22:49,2024-03-08 05:33:33,122.22,22.608,56.09,47.95,6.31,7.512718,69.671939,8.991054,144.331453,North
313,1,40,2024-04-01 09:12:43,2024-04-01 11:42:56,159.16,23.521,63.57,56.94,6.57,-79.861464,-44.78171,28.68703,-38.382089,East
314,42,38,2024-08-12 01:10:44,2024-08-12 08:47:48,289.63,64.745,38.02,36.87,5,39.560314,-43.105974,10.376205,160.920039,Central
315,22,35,2024-11-14 14:55:12,2024-11-14 16:36:46,106.44,20.039,62.87,54.9,33.85,43.342968,-43.572993,-47.269084,65.620747,Central
316,43,31,2023-01-30 02:24:38,2023-01-30 03:18:25,55.8,11.813,62.24,70.19,55.46,-38.868936,90.73786,79.694946,-63.042133,West
317,30,3,2023-11-04 10:06:41,2023-11-04 14:50:34,267.42,58.696,56.52,45.44,5,-8.391468,-159.013044,69.769002,-26.355263,South
318,21,24,2023-01-16 17:10:06,2023-01-16 18:17:16,104.67,24.194,93.49,50.21,17.95,4.593751,-65.67748,-45.612763,-20.486749,West
319,50,7,2024-11-05 21:28:13,2024-11-05 22:48:26,72.25,16.103,54.04,78.34,54.16,-40.528399,-119.899265,31.012398,-84.124878,North
320,25,18,2024-07-20 01:48:20,2024-07-20 03:22:22,127.95,19.879,81.64,42.22,20.96,45.573957,8.504237,-73.270866,-36.060336,East
321,31,32,2024-08-12 21:58:52,2024-08-13 00:36:28,157.37,35.405,59.91,33.65,5,-85.723635,5.266393,63.929075,-110.082116,Central
322,6,20,2024-07-05 03:19:56,2024-07-05 07:06:51,154.5,36.388,40.85,85.33,15.22,27.535702,-73.128609,-80.144239,-78.45621,Central
323,2,12,2023-05-30 17:22:15,2023-05-30 23:05:04,263.18,35.258,46.06,33.75,5,65.203457,-151.059133,-76.869787,13.610189,North
324,4,24,2024-07-01 07:19:43,2024-07-01 08:24:01,63.74,11.322,59.47,60.17,40.95,45.80731,50.03763,81.797407,-173.678546,West
325,10,2,2023-07-07 22:03:10,2023-07-07 23:32:04,114.88,26.934,77.52,41.54,5,-10.665596,47.019144,-89.375274,15.649486,North
326,42,36,2023-09-29 15:59:49,2023-09-29 17:05:43,106.55,24.475,97.01,46.81,14.22,43.94474,83.369409,13.024695,-84.187623,Central
327,8,19,2023-01-22 07:42:51,2023-01-22 10:28:50,119.04,29.259,43.03,67.2,13.32,87.708209,-16.328527,-76.968919,124.234375,North
328,17,15,2024-06-10 09:09:18,2024-06-10 09:57:30,65.99,15.426,82.13,63.36,30.88,42.892724,160.581866,-0.885979,-101.175186,South
329,49,1,2024-01-04 05:48:44,2024-01-04 09:09:39,273.9,35.885,81.79,69.07,27.2,-34.676141,82.778764,64.680684,-42.449306,Central
330,19,39,2024-09-17 07:52:57,2024-09-17 11:08:12,283.19,46.173,87.02,76.11,25.7,-40.863929,-133.727769,63.474249,-117.69465,South
331,29,23,2023-12-23 12:20:35,2023-12-23 13:31:16,79.34,18.162,67.34,74.02,36.95,-40.992319,-22.608487,38.985866,115.494162,North
332,30,38,2023-03-21 11:14:09,2023-03-21 11:18:03,7.17,1.654,109.95,92.82,89.1,-61.045555,-135.099269,-81.275645,140.489314,South
333,40,39,2024-04-18 01:31:00,2024-04-18 02:33:34,88.39,15.058,84.75,61.31,44.22,33.790824,-117.349268,68.453264,-174.158082,East
334,21,21,2024-10-31 03:22:02,2024-10-31 04:25:04,86.68,18.045,82.49,91.89,67.83,-83.295553,-96.777065,-43.393464,178.785405,West
335,15,10,2024-02-06 19:03:04,2024-02-06 21:18:52,230.81,52.229,101.97,82.35,17.23,-4.893007,-120.287818,80.075962,166.044847,West
336,43,26,2024-05-28 01:10:39,2024-05-28 03:35:16,99.28,18.832,41.19,31.65,8.17,81.412667,-50.126643,38.209967,117.720731,West
337,22,17,2024-12-05 10:03:24,2024-12-05 12:09:38,128.48,27.619,61.06,32.3,5,-32.45187,-59.506609,15.515318,130.70087,Central
338,41,13,2023-09-24 13:05:50,2023-09-24 17:41:12,219.33,49.171,47.79,64.75,5,-89.776468,-91.32522,45.943373,-26.953409,East
339,48,23,2024-01-30 01:02:03,2024-01-30 03:10:48,93.56,18.43,43.6,72.74,53.95,47.547844,10.668286,89.874771,143.374636,East
340,22,7,2024-01-01 15:59:29,2024-01-01 16:50:04,42.74,9.469,50.69,82.54,72.59,12.827533,177.974127,7.679957,81.319317,Central
341,14,22,2024-05-23 07:32:45,2024-05-23 08:04:56,31.34,5.229,58.42,78.37,67.38,86.305757,138.004934,-3.102617,34.80237,East
342,26,24,2023-07-22 09:10:34,2023-07-22 11:49:29,177.74,24.251,67.1,37.66,5,78.567125,-124.831543,45.436144,-140.686933,East
343,45,38,2024-03-26 17:49:13,2024-03-27 01:45:48,283.57,53.895,35.7,87.81,20.19,38.249046,58.091158,-8.676602,51.895082,North
344,49,25,2024-02-16 12:54:20,2024-02-16 15:36:56,93.01,13.624,34.32,85.53,69.63,-16.9999,-2.629041,86.303998,-79.91771,Central
345,15,22,2023-11-14 19:53:19,2023-11-14 22:48:32,296.22,43.6,101.43,94.13,39.77,-51.040233,4.505433,44.531973,144.6214,West
346,14,6,2024-01-14 17:09:56,2024-01-14 18:06:44,103.13,14.125,108.93,50.37,20.7,22.815364,-158.641098,-33.332104,54.361051,East
347,33,18,2023-06-12 15:10:12,2023-06-12 20:26:53,229.55,43.327,43.49,79.69,32.54,52.05242,31.384578,75.930719,-1.151967,Central
348,8,9,2024-04-22 06:43:57,2024-04-22 08:47:54,132.94,24.898,64.35,57.89,12.04,79.303804,163.213455,-57.304977,146.490606,North
349,1,3,2024-02-19 14:25:44,2024-02-19 15:29:43,63.83,10.766,59.85,30.92,7.87,46.98158,69.119002,-24.832815,33.086077,East
350,38,13,2023-01-14 21:58:50,2023-01-15 00:32:03,204.64,43.634,80.13,46.17,5,9.865089,-83.306478,40.871899,-66.969833,North
